respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12882066859,404495119,2021-08-10 15:04:12,2021-08-10 15:06:03,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,no me conectava a las clases virtuales porque me daba pereza,Tristeza,Experiencia personal,Hace un año,Casi siempre,Los profesores y las directivas,A mi,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tus emociones o sentimientos,Hacen que quieras entrar a ellos.,Son buenas,Poco,Más o menos,Bullying y matoneo,,Innovación y creatividad.,0,Más juegos,
12882061896,404495119,2021-08-10 15:01:33,2021-08-10 15:03:54,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Hubo un tiempo en el cual no me conete porque nos abian mochado el internet y por que no sabia,Miedo/angustia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,1,Más proyectos artísticos,
12882055784,404495119,2021-08-10 14:57:50,2021-08-10 15:01:16,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"en el momento de la virtualidad, no me conectaba a todas las clases, pero si a algunas, hacia las guias las entregaba a tiempo, hay veces no me daba tiempo y las entregaba un poco tarde, y algunas guias me parecian muy dificiles y no asia algunos puntos porque no los entendian",Tranquilidad,Experiencia personal,Hace un año,Frecuentemente,Los profesores y las directivas,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Poco,Mucho,Educación y aprendizaje,,Pensamiento critico.,0,Más trabajos en grupo,
12882046712,404495119,2021-08-10 14:54:10,2021-08-10 14:57:30,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,una ves estaba entrando a una clase y me di cuenta que me habia metido a una clase que no era mia,Tranquilidad,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Más o menos,Mucho,Educación y aprendizaje,,Innovación y creatividad.,0,Más actividades fuera del aula.,
12882037532,404495119,2021-08-10 14:49:44,2021-08-10 14:53:49,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia vino mi mamá al colegio por la entrega del pae y yo la acompañe para ayudarle a cargar el mercado y casi me caigo porque el piso estava mojado y me bio mucha gente,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Todo el mundo,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Valores,,Innovación y creatividad.,1,Más actividades fuera del aula.,
12881965760,404495119,2021-08-10 14:17:13,2021-08-10 14:23:26,181.133.63.200,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Durante la virtualidad no sucedió nada interesante  ,Rabia,Una opinión,Hace un año,Siempre,Nadie,Profesores,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Nada,Nada,Salud,,Trabajo colaborativo.,0,Más juegos,
12881552041,404495119,2021-08-10 11:08:05,2021-08-10 11:40:50,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia tenia clases virtual obvio y organizo mi pieza mientras escucho la clase bueno todo bien y yo estaba cantando y se me olvido apagar el microfono y todos me escucharon aunque creo que solo 4 compañeros y los profes.,Orgullo/Satisfacción,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,Amigos,,Aprendí a respetar otros puntos de vista.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Educación sexual,,Trabajo colaborativo.,0,Más casos y ejemplos de la vida real.,
12881423565,404495119,2021-08-10 10:57:35,2021-08-10 11:01:03,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,en las veces que no podia conectarme a mis encuentros siempre me ponia a leer o hacer algo productivo tampoco me queda con la duda de que fue lo que hicieron hasi que preguntaba a mis compañeros que fue lo que dieron o que explicaron y cada vez me motivaba a seguir leyendo y entrando a mis claces,Motivación,Experiencia personal,Hace un año,Casi nunca,Nadie,Amigos,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Hacen que quieras entrar a ellos.,Son buenas,Más o menos,Mucho,Valores,,Trabajo colaborativo.,0,Más trabajos en grupo,
12881409550,404495119,2021-08-10 10:54:01,2021-08-10 10:57:09,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Me paso en otro colegio que era nueva y los profesores no me explicaron como estaban trabajando y las guias y los profesores pedian enviar los trabajos por partes diferentes y yo no entendia y por eso llegué a perder muchas materias y yo nunca habia perdido materias,Impotencia,Experiencia personal,Hace seis meses,Casi nunca,Los profesores y las directivas,Profesores,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu futuro,Hacen que no quieras entrar a ellos.,No me ofrecen/ No sé,Poco,Poco,Educación sexual,,Buena comunicación.,1,Más casos y ejemplos de la vida real.,
12881396284,404495119,2021-08-10 10:44:28,2021-08-10 10:53:26,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,en el momento de la virtualidad yo vendia mangitos con mi bisabuela Olga y a la misma vez estudiaba los primeros dos periodos no tuve tiempo de hacer los talleres por salir a trabajar ya que estamos adentro en el colegio me pongo las pilas y estudio para ganar mi año.,Orgullo/Satisfacción,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Todo el mundo,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que desees volver al salón de clase.,Son buenas,Poco,Más o menos,Educación y aprendizaje,,Pensamiento critico.,0,Más casos y ejemplos de la vida real.,
12881361826,404495119,2021-08-10 10:34:49,2021-08-10 10:44:01,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"Durante las acesorias virtuales no siempre estaba solamente escuchandola, algunas veces estaba haciendo oficio, estaba desayunando, estaba haciendo las guias, a veces se me olvidaba lo que vimo en las acesorias y aun así resolvia de buena manera las guias.",Tranquilidad,Experiencia personal,Hace seis meses,Casi nunca,Todo el mundo,Familia,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Más o menos,Valores,,Trabajo colaborativo.,0,Más trabajos en grupo,
12881307061,404495119,2021-08-10 10:27:48,2021-08-10 10:31:05,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"pues a mi en la virtualidad no me paso nada interesante, pero me parece importante los encuentros virtuales por que haí te podían explicar algo que no entendistes de la guia",Tranquilidad,Experiencia personal,Hace seis meses,Casi siempre,Los profesores y las directivas,Profesores,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Poco,Poco,Valores,,Pensamiento critico.,0,Más proyectos artísticos,
12881253041,404495119,2021-08-10 10:17:14,2021-08-10 10:20:56,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,la verdad es que yo no me conectava mi mamá venia a la institucion por las guias y el pae mi mamá se conectaba abeses a las reuniones de padres a veses no se conectava  por motivos que noteniamos internet yo para enviar una guia tenia que ir a la casa de algun compañero,Orgullo/Satisfacción,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,9,Más trabajos en grupo,
12881222038,404495119,2021-08-10 10:11:54,2021-08-10 10:16:22,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,lo que paso hasi fuera de comun fue que mi mamá vino por las guias y cuando bajaba en el bus se le quedo la guia 7 y no sabiamos como sacarla de la plataforma y toco ir hacer vueltas en el colegio y esperar unos dias para reclamarla pero al fin la sacamos y la entregamos a tiempo,Rabia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Familia,,Aprendí la importancia de la familia.,,Tu familia,Son divertidos y los disfrutas.,Son buenas,Más o menos,Más o menos,Otro (especifique),mas deporte tambien se puede esperimentar otra cosa,Pensamiento critico.,17,Más juegos,
12881154486,404495119,2021-08-10 10:05:48,2021-08-10 10:10:03,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Yo no me metia a clases yo las asia sin verla clases virtuales a veses me iva para donde mi abuela nora y asia aya las tareas tambien abeses me iva tambien a donde mi abuela cesilia y los dias que tenia de descanso osea que ese dia no asia tareas me iva para el parque a jugar con mi exmejor amiga,Tranquilidad,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Amigos,,Otro (especifique),no aprendi nada no me dejo enseñansa,La forma en que te relacionas con los demás,Son aburridos y no te gustan.,Son buenas,Mucho,Mucho,Educación sexual,,Buena comunicación.,100,Más juegos,
12881102164,404495119,2021-08-10 10:01:30,2021-08-10 10:05:21,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Dañe  una silla por que estaba jugando y estaba en clase y pues estaba en la silla y de un momento a otro me cai y parti la silla,Tristeza,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,A mi,,Otro (especifique),Que debo ser mas responsable y cuidadoso con mis cosas,Ninguna de las anteriores,Hacen que te intereses por nuevas maneras de aprender.,No me ofrecen/ No sé,Más o menos,Más o menos,Educación y aprendizaje,,Buena comunicación.,22,Más debate.,
12881089009,404495119,2021-08-10 09:56:46,2021-08-10 10:00:51,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Yo no me conectava pero entregue las guias algunos veces me pasaba del tiempo de entrega y me calificavan sobre 3. No me gustava hacer los ejercicios de ed. fisica y me castigaron sin ver tv, asta que no me dio pereza y los ise todos",Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Relación con los compañeros,,Trabajo colaborativo.,,Más actividades fuera del aula.,
12881074671,404495119,2021-08-10 09:52:11,2021-08-10 09:55:27,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,una vez estabamos pues normal en las clases y en lo personal a mi no me gusta prender la camara y esa vez se fue la luz por solo un momentico y cuando llego resulta que se me prendio.,Rabia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Otro (especifique),pues al internet,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Bullying y matoneo,,Trabajo colaborativo.,3,Más juegos,
12881065781,404495119,2021-08-10 09:48:16,2021-08-10 09:52:01,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"al principio no tenia la posibilidad de concectarme a clases, pero despues si tube la posibilidad de conectarme a clases y un dia cayo un aguacero en plena clase y se fue la luz, cuando uno estaba en clase hay veces que se divertia por que pasaban cacharros y si. aunque tambien era muy maluco clase virtual por que se ocacionaban problemas o fallas.",Motivación,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Mucho,Relación con los compañeros,,Trabajo colaborativo.,82,Más juegos,
12881062571,404495119,2021-08-10 09:46:40,2021-08-10 09:50:46,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"resulta que ingrese a un entrenamiento de futbol y me tenia que presentar y yo soy penoda, y entonses dige mi nombre pues todo sierto y a mi me da pena y lloro y estaba por llorar y dije mi nombre raro y todos se me burlaron.",Rabia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Nada,Más o menos,Relación con los compañeros,,Buena comunicación.,67,Más juegos,
12881055088,404495119,2021-08-10 09:45:20,2021-08-10 09:47:53,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Todos los dias le preguntaba el orario al profesor.,Tranquilidad,Una opinión,Hace seis meses,Casi siempre,Nadie,Profesores,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,92,Más juegos,
12881046946,404495119,2021-08-10 09:39:59,2021-08-10 09:44:40,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Era un lunes como a las 9:50 am yo como siempre me sente en el escritorio y encendi el computador y entre al link de la reunion. Pero me decia que la clase virtual aun no iniciaba me quede esperando un buen rato y me puse a ver la tele y recorde que era lunes festivo.,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,A mi,,Otro (especifique),Aprendi a fijarme mas en el calendario,Tu relación con el colegio y la educación.,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Relación con los compañeros,,Buena comunicación.,100,Más conversación.,
12881046447,404495119,2021-08-10 09:41:13,2021-08-10 09:44:28,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Mientras estabamos realizando la guia 9 algunos profesores salieron a paro y resulta que yo no sabia y mande todos los talleres, yo estaba segura de que no iba a perder materias, y cuando me puse a ver las notas perdí 3 materias lo mejor fue que esas notas se podian recuperar.",Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Más o menos,Poco,Riegos cibernéticos,,Trabajo colaborativo.,6,Más debate.,
12881036331,404495119,2021-08-10 09:34:31,2021-08-10 09:40:49,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Un dia una amiga me conto que mientras estaba en clases virtuales estaba escuchando un podcast de terror que yo le mande, estaban en clase de ingles mientras la profe esplicaba, entonces puso el video, por que penso que tenia el microfono apagado, depsues se asusta por que comienean a llamar, en conclusion todos los compañeros y profesora escucharon a una señora contar la historia de como una madre mato a sus dos hijas y su esposo por serle infiel y tener una hija bastarda. para despues sucidarse ella, lo mejor es que una compañera grabo el momento del regaño por escuchar ese tipo de cosas",Orgullo/Satisfacción,Experiencia que alguien te compartió,Hace algunos días o semanas,Casi nunca,Nadie,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Ninguna de las anteriores,Son aburridos y no te gustan.,No me ofrecen/ No sé,Más o menos,Mucho,Innovación y creatividad,,Innovación y creatividad.,28,Más talleres,
12881015583,404495119,2021-08-10 09:21:21,2021-08-10 09:32:26,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"yo estaba en la reunion, feliz pero no tanto, pues es día tenia problemas con unmuy buen amigo que porcierto tiene 4 rayas hacia arriba, es el internet y entonces estaba yo muy concentrado comiendo mi desayuno y luego viene el chocolate y resulta que yo me lo estaba tomando de a poco y lo pongo en el piso al lado de mi, luego la profsora dice algo que me impresiona y tiro el codo hacia atras  y si como ya se debe saber derrame el chocolate. Levante el cargador me corri yo y mi susto era increible pues era mucho lo que se habia derramado y el tiempo no paraba de correr. ",Miedo/angustia,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Otro (especifique),a no relajarme y no dejar el chocolate por hai y no ser descuidado.,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me gustan,Más o menos,Mucho,Innovación y creatividad,,Buena comunicación.,3,Más trabajos en grupo,
12880986111,404495119,2021-08-10 09:16:35,2021-08-10 09:20:58,191.156.8.16,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,A mi hermano una vez que estaba en una explicación virtual y el ya habia terminado antes que todos empezo a dercir que ya habia terminado pero la profesora no lo escuchaba y lo empezo a repetir una y otra vez hasta que un compañero le dijo que bueno si usted es muy inteligente y todos se empezaron a reir y despues ya termino la explicación virtual.,Rabia,Experiencia que alguien te compartió,Hace algunos días o semanas,Casi nunca,Todo el mundo,Familia,,Aprendí nuevas habilidades y conocimientos.,,La forma en que te relacionas con los demás,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Más o menos,Educación y aprendizaje,,Buena comunicación.,6,Más trabajos en grupo,
