respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Las decisiones fueron influenciadas por…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12572616885,402496032,2021-04-13 16:15:49,2021-04-13 16:22:47,181.132.203.62,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Aprendí cosas nuevas, hice nuevos amigos y me gusta ir al colegio otra vez, porque me gusta aprender más y extraño los profes y amigos",#megustaelcolegio,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,100,100,Felicidad,No se,El trabajo en equipo,8,11 a 13 años,No se,Mujer
12572616335,402496032,2021-04-13 16:16:04,2021-04-13 16:22:29,190.248.168.163,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,No entendía el modo de trabajo.,#confundido,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,69,52,70,Angustia/Miedo,Con frecuencia,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Hombre
12572615882,402496032,2021-04-13 16:16:58,2021-04-13 16:22:28,181.58.38.196,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,No entendía nada de lo que explicaban y a cada rato ponían tareas,#Menostareas,Me sentí confundido/no entendí nada,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,100,0,50,no está seguro,Todo el tiempo,Lo que hago en mi tiempo libre,8,11 a 13 años,No se,Hombre
12572615495,402496032,2021-04-13 16:14:59,2021-04-13 16:22:18,181.138.193.145,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendi cosas nuevas y quiero aprender mas,Curiosidad,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,50,100,50,Felicidad,Rara vez,Innovación / creatividad,8,11 a 13 años,Bachiller,Mujer
12572615162,402496032,2021-04-13 16:15:45,2021-04-13 16:22:07,181.134.226.59,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,la experiencia de estar con mis amigos a larga distancia,no,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,63,72,72,Satisfacción/orgullo,Rara vez,Liderazgo,8,11 a 13 años,Bachiller,Mujer
12572615105,402496032,2021-04-13 16:17:05,2021-04-13 16:22:10,191.156.35.108,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendí temas nuevos muy bueno,#estudireslomejor,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,82,79,52,52,Tristeza,Una vez,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Hombre
12572615002,402496032,2021-04-13 16:16:58,2021-04-13 16:22:07,190.158.91.68,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Los nuevos trabajos de virtualidad,#megustaaprender,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,70,50,46,65,Felicidad,Rara vez,Tecnología y herramientas digitales,8,11 a 13 años,Técnico,Hombre
12572612351,402496032,2021-04-13 16:14:09,2021-04-13 16:21:04,181.134.229.62,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,.,#.,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,81,49,50,no está seguro,No se,Ninguna de las anteriores,8,11 a 13 años,Universitario,Hombre
12572611264,402496032,2021-04-13 16:17:13,2021-04-13 16:20:46,191.95.147.107,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Cuando yo estaba en 5 la profe preguntó si sabían sobre los meridianos y paralelos y yo no sabía pero la profe nos explico y hay supe sobre eso,#Aprendealgonuevo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,0,1,0,Felicidad,No se,El trabajo en equipo,8,14 a 16 años,Bachiller,Hombre
12572609208,402496032,2021-04-13 16:15:00,2021-04-13 16:20:18,181.58.38.102,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"en el colegio, tenemos muchas experiencias",#colegio,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,4,100,52,100,no está seguro,Todo el tiempo,Tecnología y herramientas digitales,8,14 a 16 años,Postgrado,Mujer
12572567762,402496032,2021-04-13 16:00:19,2021-04-13 16:03:14,181.55.39.124,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,PRUEBA,#PRUEBA,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,58,50,49,55,Felicidad,Una vez,Cómo resolver conflictos,4,11 a 13 años,Bachiller,Hombre
12572545631,402496032,2021-04-13 15:49:51,2021-04-13 15:54:23,191.95.157.131,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,,,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,65,100,100,Esperanza,No se,Ninguna de las anteriores,,,,
12572501120,402496032,2021-04-13 15:30:49,2021-04-13 15:38:04,190.71.18.123,,,,,No,ANTIOQUIA,IE. La Avanzada,te confundió,La pandemia ,#lapandemiaafectalaeducacion,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,89,87,90,Angustia/Miedo,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Bachiller,Hombre
12572483706,402496032,2021-04-13 15:28:32,2021-04-13 15:32:22,181.128.110.81,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,,#valoralosmomentos,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,51,92,Tristeza,Rara vez,Lo que hago en las horas de clase,11,17 a 19 años,Bachiller,Mujer
12572477749,402496032,2021-04-13 15:19:03,2021-04-13 15:30:00,200.35.44.165,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Cuando aprendimos la distribución de los barrios en mi ciudad,Aprendiendo sobre Medellín,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,49,47,50,Satisfacción/orgullo,Todo el tiempo,Ninguna de las anteriores,5,8 a 10 años,Técnico,Mujer
12572449183,402496032,2021-04-13 15:16:00,2021-04-13 15:19:30,181.134.130.137,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Por qué me encanta aprender ,Curiosidad de aprender ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,58,100,Felicidad,Una vez,La forma como los profesores me evalúan,7,11 a 13 años,Bachiller,Mujer
12572325824,402496032,2021-04-13 14:31:04,2021-04-13 14:37:03,181.133.154.52,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Psw mis compañeros me recibieron muy bien los profesores y me parece una excelente institución educativa,#apriendonuevascosas,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,25,Esperanza,Con frecuencia,El trabajo en equipo,8,11 a 13 años,Bachiller,Mujer
12572307849,402496032,2021-04-13 14:22:03,2021-04-13 14:30:11,181.133.154.52,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,Como soy venezolana creo que aquí en Colombia la educación es mucho más buena y me gustó mucho aprender nuevas cosas ,#apriendonuevascosas,Me dio curiosidad por saber más,Mi país/el mundo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,50,Satisfacción/orgullo,Todo el tiempo,La forma cómo los profesores enseñan,,,,
12572252304,402496032,2021-04-13 13:59:38,2021-04-13 14:11:53,181.129.49.210,,,,,No,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,"Me enseño cosas nuevas:Compartir más en familia,valorar mas los recursos que hay a nuestro alrededor,ser más comprensible con nuestros familiares,apesar de las dificultades que hayamos tenido al principio(problemas)",#Nuevas Enseñanzas ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,89,95,41,85,Tristeza,Rara vez,Relación con la familia,11,17 a 19 años,Bachiller,Mujer
12572207393,402496032,2021-04-13 13:49:21,2021-04-13 13:58:19,45.175.20.130,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Me enseño hacer más creativo,El creativo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,0,100,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,8,14 a 16 años,Técnico,Mujer
12572168783,402496032,2021-04-13 13:34:11,2021-04-13 13:41:26,186.1.141.157,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,,,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,100,0,Angustia/Miedo,Una vez,Mi aporte a la humanidad/al mundo/a los demás,8,11 a 13 años,Bachiller,Mujer
12572164740,402496032,2021-04-13 13:34:23,2021-04-13 13:40:56,190.107.25.53,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,adquiri nuevos concimientos ,#conocimiento,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,53,80,84,61,Satisfacción/orgullo,Todo el tiempo,Liderazgo,8,14 a 16 años,Bachiller,Hombre
12572158182,402496032,2021-04-13 13:32:23,2021-04-13 13:37:32,181.134.231.74,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Que cada año aprenderemos algo nuevo e interesente, solo diria que aprendas todo lo que puedas que cualquier cosa te puede ayudar en tu futuro",#Aprendealgonuevo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,15,60,85,55,Esperanza,Con frecuencia,Cómo resolver conflictos,8,14 a 16 años,Bachiller,Hombre
12572154440,402496032,2021-04-13 13:31:23,2021-04-13 13:36:01,181.58.38.193,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,me da mucha curiosidad aprender ya q es una forma de aprender mas,,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,60,50,57,Felicidad,Una vez,Cómo resolver conflictos,8,11 a 13 años,Bachiller,Hombre
12572151419,402496032,2021-04-13 13:24:45,2021-04-13 13:35:10,181.63.36.109,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Con honestidad puedo decir que en el colegio aprendo mucho más que en virtual en el colegio no me distraigo tanto y se me es más fácil aprender en presencialidad clara mente me da miedo por lo del covid y que se enferme mi familia ,#aprendoenelcole,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,26,50,44,9,Angustia/Miedo,Rara vez,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Hombre
12572149656,402496032,2021-04-13 13:26:14,2021-04-13 13:34:28,181.140.162.219,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"No paso nasa en si, creo que el pasado y este año nos enseñaron mucho a muchas personas, creo que la vida de todos cambio y dio un giro muy drastico. ",Aprender a valorar. ,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,81,50,0,Angustia/Miedo,Rara vez,Ninguna de las anteriores,8,14 a 16 años,Universitario,Mujer
12572148492,402496032,2021-04-13 13:24:47,2021-04-13 13:33:58,179.12.104.119,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,"Algunos temas y actividades que tuvimos el año pasado, me interesaron mucho y me dieron ganas de seguir prestando atención a los temas",#despertandointerés,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,48,18,50,62,Satisfacción/orgullo,Rara vez,La forma cómo los profesores enseñan,8,11 a 13 años,Universitario,Mujer
12572147716,402496032,2021-04-13 13:24:50,2021-04-13 13:33:50,186.80.28.105,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,Se me complica más entender los temas ,,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,46,43,48,Tristeza,Con frecuencia,Ninguna de las anteriores,8,11 a 13 años,Bachiller,Mujer
12572146930,402496032,2021-04-13 13:26:16,2021-04-13 13:33:27,179.12.53.173,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"lo que paso fue que consegui personas que me valoraron por lo que realmente soy,y descubri el amor,de resto,no aprendi nada",#vivaelamorenlaescuela ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,2,100,50,10,Felicidad,Todo el tiempo,Relación con los compañeros,8,14 a 16 años,Bachiller,Hombre
12572145725,402496032,2021-04-13 13:26:10,2021-04-13 13:37:40,181.132.204.235,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,La verdad aprendi muchas cosas nuevas ya que con mis profesores todo es entendible,Aprendizaje,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,59,30,100,50,no está seguro,Rara vez,La forma cómo los profesores enseñan,8,11 a 13 años,No se,Hombre
12572145493,402496032,2021-04-13 13:27:23,2021-04-13 13:33:11,190.240.150.221,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,me enseño a valorar mas lo poquito que uno tiene ,valora todo lo que tengas ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Entendernos y darnos soporte emocional,55,34,47,32,Felicidad,Una vez,Tecnología y herramientas digitales,8,11 a 13 años,Bachiller,Hombre
12572145478,402496032,2021-04-13 13:26:10,2021-04-13 13:33:06,179.12.106.177,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,"una de las cosas que me sucedió el año pasado fue que cuando empezo esta pandemia me senti confundida porque ni yo ni nadie creo que le haya tocado vivir esta experiencia anteriomente, me cofundi mucho en las clases no entendia, tampoco sabia como enviar las tareas, pero todo es cuestión de aprender y mantener la calma",#confucionesenlovitual,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,98,51,50,19,Angustia/Miedo,Rara vez,Cómo resolver conflictos,8,11 a 13 años,Técnico,Mujer
12572145077,402496032,2021-04-13 13:26:49,2021-04-13 13:33:09,179.12.109.91,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me gusta ir porque es bueno aprender y ser mejor cada dia,#masaprendizaje,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,10,50,58,50,Indiferencia,Rara vez,Lo que hago en las horas de clase,8,14 a 16 años,No se,Hombre
12572144863,402496032,2021-04-13 13:26:15,2021-04-13 13:32:57,181.134.234.91,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,yo no aprendi nada en presencialidad del año pasado ya que me distraia cuando daban explicaciones y no aprendia nada y solo mandaba las tareas pero no aprendia nada,#estudiemosaconciencia,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,3,18,54,23,Angustia/Miedo,Una vez,Ninguna de las anteriores,8,11 a 13 años,Bachiller,Mujer
12572143756,402496032,2021-04-13 13:24:43,2021-04-13 13:32:36,181.134.230.203,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Me gustó mucho aprender, los temas eran interesantes. Y más ahora que me está gustando mucho el inglés ",,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,45,100,0,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,8,11 a 13 años,No se,Hombre
12572142888,402496032,2021-04-13 13:24:57,2021-04-13 13:32:22,186.80.28.44,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,La mejor experiencia fue el día que llegue porque fue algo muy bonito porque me recibieron con todo el Amor del mundo,Mi mejor experiencia ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,35,100,100,Felicidad,Todo el tiempo,El trabajo en equipo,8,14 a 16 años,Bachiller,Mujer
12572141159,402496032,2021-04-13 13:26:05,2021-04-13 13:31:48,181.58.38.24,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,fui a la biblioteca y le encontre el arte a la lectura,#sabidurialectora,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,50,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,8,14 a 16 años,Técnico,Hombre
12572140503,402496032,2021-04-13 13:26:56,2021-04-13 13:31:21,186.81.102.110,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Hicimos un experimento en el parió y me gusto mucho y me empezo a intrigar la quimica,#Quimica,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,60,40,50,86,Satisfacción/orgullo,Rara vez,Ninguna de las anteriores,8,11 a 13 años,No se,Hombre
12572139497,402496032,2021-04-13 13:25:29,2021-04-13 13:31:12,190.158.85.183,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,lavoratorio,#laboratorio ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasaba antes,Entendernos y darnos soporte emocional,0,100,100,100,Felicidad,Rara vez,Liderazgo,8,14 a 16 años,Bachiller,Hombre
12572138132,402496032,2021-04-13 13:26:07,2021-04-13 13:30:26,186.81.102.29,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,.,.,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,65,100,100,100,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,8,14 a 16 años,No se,Hombre
12572138009,402496032,2021-04-13 13:24:44,2021-04-13 13:30:23,181.132.251.190,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendí cosas que nunca me habían enseñado,#mejoresmaterias,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,30,20,100,no está seguro,No se,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Hombre
12572137557,402496032,2021-04-13 13:25:01,2021-04-13 13:30:18,186.81.102.136,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Nuevas metodologías, profesores nuevos.",#Nutrebrain,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,55,78,25,88,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,8,11 a 13 años,Universitario,Mujer
12572081612,402496032,2021-04-13 13:03:45,2021-04-13 13:15:07,200.122.211.251,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Que yo pienso que es mui bueno,Si,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,100,Felicidad,No se,Cómo resolver conflictos,4,11 a 13 años,Bachiller,Mujer
